"","Código","Departamento","caracteristica","grupo","observaciones"
"857","21","Jalapa","Parentesco con Jefe del Hogar","Suegra o suegro",645
"858","22","Jutiapa","Parentesco con Jefe del Hogar","Suegra o suegro",999
"859","1","Guatemala","Parentesco con Jefe del Hogar","Cuñada o cuñado",14029
"860","2","El Progreso","Parentesco con Jefe del Hogar","Cuñada o cuñado",479
"861","3","Sacatepéquez","Parentesco con Jefe del Hogar","Cuñada o cuñado",906
"862","4","Chimaltenango","Parentesco con Jefe del Hogar","Cuñada o cuñado",1445
"863","5","Escuintla","Parentesco con Jefe del Hogar","Cuñada o cuñado",2570
"864","6","Santa Rosa","Parentesco con Jefe del Hogar","Cuñada o cuñado",1130
"865","7","Sololá","Parentesco con Jefe del Hogar","Cuñada o cuñado",939
"866","8","Totonicapán","Parentesco con Jefe del Hogar","Cuñada o cuñado",947
"867","9","Quetzaltenango","Parentesco con Jefe del Hogar","Cuñada o cuñado",2588
"868","10","Suchitepéquez","Parentesco con Jefe del Hogar","Cuñada o cuñado",1729
"869","11","Retalhuleu","Parentesco con Jefe del Hogar","Cuñada o cuñado",1080
"870","12","San Marcos","Parentesco con Jefe del Hogar","Cuñada o cuñado",2420
"871","13","Huehuetenango","Parentesco con Jefe del Hogar","Cuñada o cuñado",2649
"872","14","Quiché","Parentesco con Jefe del Hogar","Cuñada o cuñado",2273
"873","15","Baja Verapaz","Parentesco con Jefe del Hogar","Cuñada o cuñado",673
"874","16","Alta Verapaz","Parentesco con Jefe del Hogar","Cuñada o cuñado",2693
"875","17","Petén","Parentesco con Jefe del Hogar","Cuñada o cuñado",1626
"876","18","Izabal","Parentesco con Jefe del Hogar","Cuñada o cuñado",1254
"877","19","Zacapa","Parentesco con Jefe del Hogar","Cuñada o cuñado",749
"878","20","Chiquimula","Parentesco con Jefe del Hogar","Cuñada o cuñado",1071
"879","21","Jalapa","Parentesco con Jefe del Hogar","Cuñada o cuñado",803
"880","22","Jutiapa","Parentesco con Jefe del Hogar","Cuñada o cuñado",1071
"881","1","Guatemala","Parentesco con Jefe del Hogar","Otra(o) pariente",77122
"882","2","El Progreso","Parentesco con Jefe del Hogar","Otra(o) pariente",3487
"883","3","Sacatepéquez","Parentesco con Jefe del Hogar","Otra(o) pariente",6439
"884","4","Chimaltenango","Parentesco con Jefe del Hogar","Otra(o) pariente",8411
"885","5","Escuintla","Parentesco con Jefe del Hogar","Otra(o) pariente",17365
"886","6","Santa Rosa","Parentesco con Jefe del Hogar","Otra(o) pariente",7266
"887","7","Sololá","Parentesco con Jefe del Hogar","Otra(o) pariente",5517
"888","8","Totonicapán","Parentesco con Jefe del Hogar","Otra(o) pariente",9106
"889","9","Quetzaltenango","Parentesco con Jefe del Hogar","Otra(o) pariente",18244
"890","10","Suchitepéquez","Parentesco con Jefe del Hogar","Otra(o) pariente",10610
"891","11","Retalhuleu","Parentesco con Jefe del Hogar","Otra(o) pariente",7460
"892","12","San Marcos","Parentesco con Jefe del Hogar","Otra(o) pariente",22241
"893","13","Huehuetenango","Parentesco con Jefe del Hogar","Otra(o) pariente",21337
"894","14","Quiché","Parentesco con Jefe del Hogar","Otra(o) pariente",16914
"895","15","Baja Verapaz","Parentesco con Jefe del Hogar","Otra(o) pariente",4153
"896","16","Alta Verapaz","Parentesco con Jefe del Hogar","Otra(o) pariente",17143
"897","17","Petén","Parentesco con Jefe del Hogar","Otra(o) pariente",8743
"898","18","Izabal","Parentesco con Jefe del Hogar","Otra(o) pariente",8689
"899","19","Zacapa","Parentesco con Jefe del Hogar","Otra(o) pariente",6119
"900","20","Chiquimula","Parentesco con Jefe del Hogar","Otra(o) pariente",9306
"901","21","Jalapa","Parentesco con Jefe del Hogar","Otra(o) pariente",6174
"902","22","Jutiapa","Parentesco con Jefe del Hogar","Otra(o) pariente",9146
"903","1","Guatemala","Parentesco con Jefe del Hogar","No parientes",40349
"904","2","El Progreso","Parentesco con Jefe del Hogar","No parientes",1208
"905","3","Sacatepéquez","Parentesco con Jefe del Hogar","No parientes",2773
"906","4","Chimaltenango","Parentesco con Jefe del Hogar","No parientes",2681
"907","5","Escuintla","Parentesco con Jefe del Hogar","No parientes",6350
"908","6","Santa Rosa","Parentesco con Jefe del Hogar","No parientes",2608
"909","7","Sololá","Parentesco con Jefe del Hogar","No parientes",1614
"910","8","Totonicapán","Parentesco con Jefe del Hogar","No parientes",2418
"911","9","Quetzaltenango","Parentesco con Jefe del Hogar","No parientes",6371
"912","10","Suchitepéquez","Parentesco con Jefe del Hogar","No parientes",3049
"913","11","Retalhuleu","Parentesco con Jefe del Hogar","No parientes",2298
"914","12","San Marcos","Parentesco con Jefe del Hogar","No parientes",6127
"915","13","Huehuetenango","Parentesco con Jefe del Hogar","No parientes",6574
"916","14","Quiché","Parentesco con Jefe del Hogar","No parientes",4604
"917","15","Baja Verapaz","Parentesco con Jefe del Hogar","No parientes",1422
"918","16","Alta Verapaz","Parentesco con Jefe del Hogar","No parientes",6117
"919","17","Petén","Parentesco con Jefe del Hogar","No parientes",3197
"920","18","Izabal","Parentesco con Jefe del Hogar","No parientes",3390
"921","19","Zacapa","Parentesco con Jefe del Hogar","No parientes",2423
"922","20","Chiquimula","Parentesco con Jefe del Hogar","No parientes",3128
"923","21","Jalapa","Parentesco con Jefe del Hogar","No parientes",2004
"924","22","Jutiapa","Parentesco con Jefe del Hogar","No parientes",3328
"925","1","Guatemala","Total de población en viviendas colectivas y situación de calle","No hay grupo",20418
"926","2","El Progreso","Total de población en viviendas colectivas y situación de calle","No hay grupo",192
"927","3","Sacatepéquez","Total de población en viviendas colectivas y situación de calle","No hay grupo",2664
"928","4","Chimaltenango","Total de población en viviendas colectivas y situación de calle","No hay grupo",1705
"929","5","Escuintla","Total de población en viviendas colectivas y situación de calle","No hay grupo",6086
"930","6","Santa Rosa","Total de población en viviendas colectivas y situación de calle","No hay grupo",890
"931","7","Sololá","Total de población en viviendas colectivas y situación de calle","No hay grupo",319
"932","8","Totonicapán","Total de población en viviendas colectivas y situación de calle","No hay grupo",178
"933","9","Quetzaltenango","Total de población en viviendas colectivas y situación de calle","No hay grupo",3764
"934","10","Suchitepéquez","Total de población en viviendas colectivas y situación de calle","No hay grupo",780
"935","11","Retalhuleu","Total de población en viviendas colectivas y situación de calle","No hay grupo",184
"936","12","San Marcos","Total de población en viviendas colectivas y situación de calle","No hay grupo",273
"937","13","Huehuetenango","Total de población en viviendas colectivas y situación de calle","No hay grupo",409
"938","14","Quiché","Total de población en viviendas colectivas y situación de calle","No hay grupo",457
"939","15","Baja Verapaz","Total de población en viviendas colectivas y situación de calle","No hay grupo",169
"940","16","Alta Verapaz","Total de población en viviendas colectivas y situación de calle","No hay grupo",847
"941","17","Petén","Total de población en viviendas colectivas y situación de calle","No hay grupo",737
"942","18","Izabal","Total de población en viviendas colectivas y situación de calle","No hay grupo",1049
"943","19","Zacapa","Total de población en viviendas colectivas y situación de calle","No hay grupo",1026
"944","20","Chiquimula","Total de población en viviendas colectivas y situación de calle","No hay grupo",495
"945","21","Jalapa","Total de población en viviendas colectivas y situación de calle","No hay grupo",630
"946","22","Jutiapa","Total de población en viviendas colectivas y situación de calle","No hay grupo",480
"947","1","Guatemala","Población de 10 años o más","No hay grupo",2480766
"948","2","El Progreso","Población de 10 años o más","No hay grupo",140244
"949","3","Sacatepéquez","Población de 10 años o más","No hay grupo",268123
"950","4","Chimaltenango","Población de 10 años o más","No hay grupo",476012
"951","5","Escuintla","Población de 10 años o más","No hay grupo",578011
"952","6","Santa Rosa","Población de 10 años o más","No hay grupo",311798
"953","7","Sololá","Población de 10 años o más","No hay grupo",331225
"954","8","Totonicapán","Población de 10 años o más","No hay grupo",322967
"955","9","Quetzaltenango","Población de 10 años o más","No hay grupo",630780
"956","10","Suchitepéquez","Población de 10 años o más","No hay grupo",426595
"957","11","Retalhuleu","Población de 10 años o más","No hay grupo",252798
"958","12","San Marcos","Población de 10 años o más","No hay grupo",772438
"959","13","Huehuetenango","Población de 10 años o más","No hay grupo",856750
"960","14","Quiché","Población de 10 años o más","No hay grupo",699467
"961","15","Baja Verapaz","Población de 10 años o más","No hay grupo",227505
"962","16","Alta Verapaz","Población de 10 años o más","No hay grupo",888978
"963","17","Petén","Población de 10 años o más","No hay grupo",409498
"964","18","Izabal","Población de 10 años o más","No hay grupo",314879
"965","19","Zacapa","Población de 10 años o más","No hay grupo",193975
"966","20","Chiquimula","Población de 10 años o más","No hay grupo",315537
"967","21","Jalapa","Población de 10 años o más","No hay grupo",259561
"968","22","Jutiapa","Población de 10 años o más","No hay grupo",384728
"969","1","Guatemala","Soltera(o)","No hay grupo",1094982
"970","2","El Progreso","Soltera(o)","No hay grupo",58770
"971","3","Sacatepéquez","Soltera(o)","No hay grupo",116815
"972","4","Chimaltenango","Soltera(o)","No hay grupo",215855
"973","5","Escuintla","Soltera(o)","No hay grupo",238060
"974","6","Santa Rosa","Soltera(o)","No hay grupo",134332
"975","7","Sololá","Soltera(o)","No hay grupo",147254
"976","8","Totonicapán","Soltera(o)","No hay grupo",147789
"977","9","Quetzaltenango","Soltera(o)","No hay grupo",274437
"978","10","Suchitepéquez","Soltera(o)","No hay grupo",181852
"979","11","Retalhuleu","Soltera(o)","No hay grupo",107424
"980","12","San Marcos","Soltera(o)","No hay grupo",331623
"981","13","Huehuetenango","Soltera(o)","No hay grupo",353689
"982","14","Quiché","Soltera(o)","No hay grupo",310943
"983","15","Baja Verapaz","Soltera(o)","No hay grupo",93079
"984","16","Alta Verapaz","Soltera(o)","No hay grupo",372745
"985","17","Petén","Soltera(o)","No hay grupo",169193
"986","18","Izabal","Soltera(o)","No hay grupo",135152
"987","19","Zacapa","Soltera(o)","No hay grupo",83137
"988","20","Chiquimula","Soltera(o)","No hay grupo",142046
"989","21","Jalapa","Soltera(o)","No hay grupo",114436
"990","22","Jutiapa","Soltera(o)","No hay grupo",161615
"991","1","Guatemala","Unida(o)","No hay grupo",372920
"992","2","El Progreso","Unida(o)","No hay grupo",28456
"993","3","Sacatepéquez","Unida(o)","No hay grupo",32000
"994","4","Chimaltenango","Unida(o)","No hay grupo",44548
"995","5","Escuintla","Unida(o)","No hay grupo",138333
"996","6","Santa Rosa","Unida(o)","No hay grupo",66177
"997","7","Sololá","Unida(o)","No hay grupo",52464
"998","8","Totonicapán","Unida(o)","No hay grupo",35309
"999","9","Quetzaltenango","Unida(o)","No hay grupo",90593
"1000","10","Suchitepéquez","Unida(o)","No hay grupo",70873
"1001","11","Retalhuleu","Unida(o)","No hay grupo",43041
"1002","12","San Marcos","Unida(o)","No hay grupo",161419
"1003","13","Huehuetenango","Unida(o)","No hay grupo",202467
"1004","14","Quiché","Unida(o)","No hay grupo",136903
"1005","15","Baja Verapaz","Unida(o)","No hay grupo",39823
"1006","16","Alta Verapaz","Unida(o)","No hay grupo",163419
"1007","17","Petén","Unida(o)","No hay grupo",105361
"1008","18","Izabal","Unida(o)","No hay grupo",79014
"1009","19","Zacapa","Unida(o)","No hay grupo",44550
"1010","20","Chiquimula","Unida(o)","No hay grupo",65769
"1011","21","Jalapa","Unida(o)","No hay grupo",48969
"1012","22","Jutiapa","Unida(o)","No hay grupo",70378
"1013","1","Guatemala","Casada(o)","No hay grupo",819508
"1014","2","El Progreso","Casada(o)","No hay grupo",42414
"1015","3","Sacatepéquez","Casada(o)","No hay grupo",102857
"1016","4","Chimaltenango","Casada(o)","No hay grupo",189102
"1017","5","Escuintla","Casada(o)","No hay grupo",158902
"1018","6","Santa Rosa","Casada(o)","No hay grupo",88660
"1019","7","Sololá","Casada(o)","No hay grupo",113500
"1020","8","Totonicapán","Casada(o)","No hay grupo",121229
"1021","9","Quetzaltenango","Casada(o)","No hay grupo",222624
"1022","10","Suchitepéquez","Casada(o)","No hay grupo",142559
"1023","11","Retalhuleu","Casada(o)","No hay grupo",83575
"1024","12","San Marcos","Casada(o)","No hay grupo",232351
"1025","13","Huehuetenango","Casada(o)","No hay grupo",255452
"1026","14","Quiché","Casada(o)","No hay grupo",214105
"1027","15","Baja Verapaz","Casada(o)","No hay grupo",80265
"1028","16","Alta Verapaz","Casada(o)","No hay grupo",309502
"1029","17","Petén","Casada(o)","No hay grupo",110568
"1030","18","Izabal","Casada(o)","No hay grupo",79302
"1031","19","Zacapa","Casada(o)","No hay grupo",50942
"1032","20","Chiquimula","Casada(o)","No hay grupo",86447
"1033","21","Jalapa","Casada(o)","No hay grupo",76167
"1034","22","Jutiapa","Casada(o)","No hay grupo",121120
"1035","1","Guatemala","Separada(o)","No hay grupo",77057
"1036","2","El Progreso","Separada(o)","No hay grupo",4042
"1037","3","Sacatepéquez","Separada(o)","No hay grupo",5839
"1038","4","Chimaltenango","Separada(o)","No hay grupo",8067
"1039","5","Escuintla","Separada(o)","No hay grupo",18761
"1040","6","Santa Rosa","Separada(o)","No hay grupo",9205
"1041","7","Sololá","Separada(o)","No hay grupo",5463
"1042","8","Totonicapán","Separada(o)","No hay grupo",4545
"1043","9","Quetzaltenango","Separada(o)","No hay grupo",14644
"1044","10","Suchitepéquez","Separada(o)","No hay grupo",11869
"1045","11","Retalhuleu","Separada(o)","No hay grupo",6781
"1046","12","San Marcos","Separada(o)","No hay grupo",16231
"1047","13","Huehuetenango","Separada(o)","No hay grupo",16821
"1048","14","Quiché","Separada(o)","No hay grupo",11289
"1049","15","Baja Verapaz","Separada(o)","No hay grupo",5573
"1050","16","Alta Verapaz","Separada(o)","No hay grupo",17718
"1051","17","Petén","Separada(o)","No hay grupo",11878
"1052","18","Izabal","Separada(o)","No hay grupo",9330
"1053","19","Zacapa","Separada(o)","No hay grupo",6126
"1054","20","Chiquimula","Separada(o)","No hay grupo",7232
"1055","21","Jalapa","Separada(o)","No hay grupo",8535
"1056","22","Jutiapa","Separada(o)","No hay grupo",12457
"1057","1","Guatemala","Divorciada(o)","No hay grupo",18063
"1058","2","El Progreso","Divorciada(o)","No hay grupo",463
"1059","3","Sacatepéquez","Divorciada(o)","No hay grupo",1064
"1060","4","Chimaltenango","Divorciada(o)","No hay grupo",679
"1061","5","Escuintla","Divorciada(o)","No hay grupo",1354
"1062","6","Santa Rosa","Divorciada(o)","No hay grupo",683
"1063","7","Sololá","Divorciada(o)","No hay grupo",496
"1064","8","Totonicapán","Divorciada(o)","No hay grupo",435
"1065","9","Quetzaltenango","Divorciada(o)","No hay grupo",2300
"1066","10","Suchitepéquez","Divorciada(o)","No hay grupo",1092
"1067","11","Retalhuleu","Divorciada(o)","No hay grupo",705
"1068","12","San Marcos","Divorciada(o)","No hay grupo",1066
"1069","13","Huehuetenango","Divorciada(o)","No hay grupo",1036
"1070","14","Quiché","Divorciada(o)","No hay grupo",808
"1071","15","Baja Verapaz","Divorciada(o)","No hay grupo",516
"1072","16","Alta Verapaz","Divorciada(o)","No hay grupo",1219
"1073","17","Petén","Divorciada(o)","No hay grupo",794
"1074","18","Izabal","Divorciada(o)","No hay grupo",842
"1075","19","Zacapa","Divorciada(o)","No hay grupo",808
"1076","20","Chiquimula","Divorciada(o)","No hay grupo",647
"1077","21","Jalapa","Divorciada(o)","No hay grupo",608
"1078","22","Jutiapa","Divorciada(o)","No hay grupo",994
"1079","1","Guatemala","Viuda(o)","No hay grupo",98236
"1080","2","El Progreso","Viuda(o)","No hay grupo",6099
"1081","3","Sacatepéquez","Viuda(o)","No hay grupo",9548
"1082","4","Chimaltenango","Viuda(o)","No hay grupo",17761
"1083","5","Escuintla","Viuda(o)","No hay grupo",22601
"1084","6","Santa Rosa","Viuda(o)","No hay grupo",12741
"1085","7","Sololá","Viuda(o)","No hay grupo",12048
"1086","8","Totonicapán","Viuda(o)","No hay grupo",13660
"1087","9","Quetzaltenango","Viuda(o)","No hay grupo",26182
"1088","10","Suchitepéquez","Viuda(o)","No hay grupo",18350
"1089","11","Retalhuleu","Viuda(o)","No hay grupo",11272
"1090","12","San Marcos","Viuda(o)","No hay grupo",29748
"1091","13","Huehuetenango","Viuda(o)","No hay grupo",27285
"1092","14","Quiché","Viuda(o)","No hay grupo",25419
"1093","15","Baja Verapaz","Viuda(o)","No hay grupo",8249
"1094","16","Alta Verapaz","Viuda(o)","No hay grupo",24375
"1095","17","Petén","Viuda(o)","No hay grupo",11704
"1096","18","Izabal","Viuda(o)","No hay grupo",11239
"1097","19","Zacapa","Viuda(o)","No hay grupo",8412
"1098","20","Chiquimula","Viuda(o)","No hay grupo",13396
"1099","21","Jalapa","Viuda(o)","No hay grupo",10846
"1100","22","Jutiapa","Viuda(o)","No hay grupo",18164
